760x890,0.png,7,0:155:760:40-0:277:760:40-0:399:760:40-0:498:760:40-0:596:760:40-0:694:760:40-0:792:760:40,23,Mi_0.png:43:28:183:98-Gish_0.png:440:28:126:98-Mu_0.png:12:167:173:98-Ke4_10.png:213:167:108:98-Gal_9.png:335:167:99:98-U2_2.png:17:289:101:98-Nin_3.png:167:289:144:98-Nin9_9.png:0:399:135:98-Sag_7.png:139:399:159:98-Ge6_9.png:298:399:192:98-Sa_1.png:493:399:122:98-Til_10.png:48:596:90:98-Gu2_8.png:138:596:115:98-Im_2.png:254:596:168:98-U2_8.png:428:596:101:98-Ri_5.png:529:596:122:98-Ni_1.png:2:694:169:98-Ra_5.png:189:694:97:98-Two_ash_3.png:363:694:397:98-Sag_0.png:11:792:159:98-Bi_4.png:209:792:123:98-Ru_10.png:336:792:88:98-Ni_0.png:425:792:169:98
614x907,1.png,4,0:495:614:40-0:629:614:40-0:720:614:40-0:816:614:40,18,Ru_5.png:26:4:80:90-Six_Gesh2_4.png:112:4:64:90-Gur_2.png:178:4:125:90-in_8.png:5:103:165:90-Bi2_6.png:198:103:159:90-Gish_10.png:33:400:116:90-Ki_8.png:185:400:79:90-Du_3.png:27:517:154:90-Ri_6.png:182:517:112:90-Ri_8.png:326:517:112:90-La_10.png:16:629:78:90-Inim_7.png:102:629:176:90-Sze3_1.png:27:723:70:90-Ga2_8.png:139:723:139:90-zah3_8.png:62:816:94:90-Sag_4.png:163:816:146:90-Udu_6.png:318:816:112:90-in_3.png:441:816:165:90
400x490,2.png,5,0:82:400:40-0:165:400:40-0:247:400:40-0:328:400:40-0:409:400:40,14,Iri_7.png:38:0:107:81-Six_Gesh2_3.png:160:0:57:81-Sa_3.png:218:0:101:81-Sag_9.png:13:83:131:81-Gish_4.png:146:83:105:81-Na_6.png:256:83:85:81-Til_5.png:49:165:75:81-Ru_5.png:137:165:72:81-in_7.png:8:247:149:81-Ib_5.png:40:328:160:81-Ba_2.png:202:328:96:81-Ab_9.png:301:328:97:81-E2_8.png:88:409:152:81-Ib_9.png:240:409:159:81
496x520,3.png,6,0:105:496:40-0:172:496:40-0:247:496:40-0:316:496:40-0:381:496:40-0:451:496:40,23,Gur_2.png:114:20:90:65-Ib_1.png:22:106:128:65-Gesz_0.png:156:106:73:65-Ga_6.png:231:106:124:65-Ta_7.png:23:177:103:65-Dish_6.png:128:177:29:65-A_8.png:169:177:52:65-Gar_6.png:257:177:43:65-i3_8.png:304:177:133:65-Ru_8.png:437:177:58:65-Tur_4.png:0:249:106:65-Ur_2.png:109:249:112:65-Udu_5.png:229:249:80:65-A_9.png:315:249:52:65-Gar_0.png:367:249:43:65-Gar_10.png:31:316:43:65-Bi_2.png:87:316:81:65-Tum_4.png:4:383:120:65-Bi_10.png:129:383:82:65-Ni_7.png:217:383:112:65-Four_dish_9.png:24:453:71:65-Gal_7.png:97:453:66:65-zah3_6.png:164:453:68:65
496x520,4.png,4,0:201:496:40-0:316:496:40-0:385:496:40-0:453:496:40,19,U8_10.png:19:135:62:65-Me_5.png:94:135:114:65-Bi_7.png:216:135:81:65-Ab_8.png:299:135:78:65-Igi_2.png:50:226:96:65-Six_Gesh2_7.png:154:226:46:65-Ra_5.png:210:226:64:65-Inim_7.png:283:226:127:65-He2_1.png:2:318:119:65-Ib_7.png:143:318:128:65-Gur_6.png:279:318:90:65-Ha_3.png:380:318:50:65-Udu_6.png:46:386:80:65-Dab5_9.png:127:386:41:65-Nun_3.png:170:386:120:65-Ni_9.png:290:386:112:65-Ma_1.png:16:454:100:65-Bi_2.png:146:454:81:65-Ga_0.png:237:454:124:65
614x907,5.png,3,0:392:614:40-0:691:614:40-0:793:614:40,14,Utu_0.png:24:102:98:90-Tur_6.png:122:102:146:90-Ab_9.png:268:102:108:90-Bi_7.png:376:102:113:90-zah3_8.png:23:298:94:90-Ge6_7.png:119:298:175:90-zah3_3.png:17:596:95:90-Bi_7.png:114:596:113:90-A_3.png:230:596:73:90-Igi_7.png:24:697:133:90-Ba_5.png:26:805:106:90-Sze3_4.png:178:805:70:90-Ib_3.png:256:805:178:90-Gal2_5.png:439:805:170:90
614x907,6.png,6,0:306:614:40-0:442:614:40-0:534:614:40-0:626:614:40-0:725:614:40-0:817:614:40,29,in_10.png:31:108:166:90-Dish_1.png:197:108:40:90-La_1.png:237:108:78:90-Til_9.png:315:108:83:90-Gu2_7.png:398:108:105:90-Hul_1.png:9:210:130:90-Im_3.png:142:210:154:90-Ha_1.png:298:210:70:90-Tur_9.png:368:210:147:90-Lum_8.png:56:329:186:90-Gu2_5.png:242:329:105:90-U8_3.png:377:329:87:90-Igi_1.png:476:329:133:90-Na_7.png:84:443:95:90-Ib_8.png:190:443:178:90-Nin_5.png:368:443:132:90-Two_ash_10.png:0:535:368:90-Sze3_10.png:378:535:70:90-Tur_7.png:457:535:146:90-Ge6_1.png:3:630:177:90-Bi_0.png:259:630:113:90-Utu_10.png:372:630:98:90-E_4.png:33:726:97:90-Tur_8.png:209:726:147:90-Sa_9.png:362:726:113:90-Bi_3.png:39:817:113:90-Ta_0.png:182:817:143:90-Nin9_3.png:328:817:124:90-Ma_2.png:470:817:137:90
614x907,7.png,4,0:210:614:40-0:436:614:40-0:550:614:40-0:812:614:40,21,Four_dish_10.png:0:221:99:90-Bi2_0.png:114:221:160:90-Four_dish_5.png:310:221:99:90-Four_dish_0.png:421:221:99:90-Im_2.png:47:334:154:90-Four_dish_5.png:220:334:99:90-Ba_5.png:324:334:106:90-Gid2_0.png:5:448:146:90-Lum_1.png:157:448:186:90-Ab_1.png:347:448:109:90-Im_5.png:81:570:153:90-zah3_6.png:297:570:94:90-Dish_8.png:66:701:41:90-Dab5_5.png:108:701:57:90-U8_10.png:171:701:87:90-An_6.png:261:701:94:90-Ha_10.png:31:814:70:90-U2_0.png:139:814:93:90-Ka_6.png:232:814:142:90-Ru_9.png:374:814:80:90-Ru_2.png:454:814:80:90
614x907,8.png,7,0:115:614:40-0:308:614:40-0:452:614:40-0:542:614:40-0:633:614:40-0:725:614:40-0:816:614:40,25,Du_8.png:10:12:155:90-Four_dish_2.png:176:12:99:90-Nin_2.png:290:12:132:90-Tum_10.png:16:214:167:90-Ta_1.png:184:214:144:90-Gub_9.png:3:335:181:90-Gal_0.png:184:335:91:90-U8_2.png:276:335:87:90-Sa_10.png:363:335:113:90-Tur_1.png:73:452:146:90-Udu_3.png:251:452:111:90-Dish_10.png:390:452:40:90-Ru_10.png:0:542:81:90-U8_6.png:81:542:87:90-Ri_3.png:33:634:112:90-Gesz_4.png:161:634:101:90-Three_dish_8.png:284:634:117:90-Gar_5.png:44:725:60:90-Udu_3.png:113:725:111:90-Zi_9.png:229:725:139:90-Sag_4.png:371:725:146:90-Bi2_8.png:8:816:160:90-Inim_4.png:188:816:176:90-Ta_1.png:396:816:144:90-Ha_0.png:542:816:70:90
614x907,9.png,5,0:446:614:40-0:542:614:40-0:632:614:40-0:724:614:40-0:815:614:40,28,Tur_3.png:15:10:147:90-Ba_5.png:209:10:106:90-Ni_2.png:323:10:154:90-Gesz_6.png:488:10:101:90-Ka_3.png:57:122:142:90-Tum_2.png:199:122:167:90-Ke4_0.png:405:122:99:90-Sa_5.png:113:233:113:90-Iri_10.png:239:233:118:90-U8_8.png:27:345:87:90-Ga_6.png:118:345:172:90-Me_3.png:311:345:158:90-Ke4_1.png:0:449:100:90-Ni_3.png:108:449:155:90-Na_3.png:264:449:95:90-E_1.png:359:449:97:90-Mu_1.png:103:542:160:90-Mu_4.png:265:542:160:90-Ta_6.png:47:633:144:90-Im_8.png:207:633:153:90-Ma_9.png:368:633:139:90-Gesz_9.png:510:633:101:90-Dish_1.png:38:724:40:90-Til_7.png:89:724:83:90-Utu_1.png:178:724:98:90-Nin9_5.png:277:724:125:90-i3_10.png:39:816:185:90-U2_3.png:228:816:93:90
760x890,10.png,8,0:104:760:40-0:204:760:40-0:302:760:40-0:400:760:40-0:498:760:40-0:596:760:40-0:694:760:40-0:792:760:40,27,Ta_7.png:56:3:156:98-Sag_8.png:301:3:158:98-One_U_3.png:1:105:63:98-Nam_5.png:74:105:96:98-Hul_3.png:170:105:142:98-An_6.png:312:105:102:98-Ri_6.png:118:204:122:98-Three_dish_4.png:241:204:128:98-Na_2.png:369:204:103:98-Gur_9.png:473:204:136:98-Me_10.png:14:302:171:98-Na_9.png:186:302:103:98-Nin_3.png:289:302:144:98-Bi2_9.png:6:400:174:98-Udu_4.png:180:400:121:98-Ta_4.png:301:400:157:98-Ma_5.png:1:498:151:98-Two_ash_8.png:171:498:412:98-Mu_6.png:584:498:175:98-Gur_2.png:11:596:136:98-An_1.png:184:596:102:98-Ha_1.png:2:694:76:98-Dab5_6.png:82:694:62:98-Zi_8.png:147:694:152:98-Ta_1.png:0:792:156:98-U2_7.png:170:792:101:98-Sze3_6.png:292:792:76:98
496x520,11.png,7,0:65:496:40-0:130:496:40-0:195:496:40-0:260:496:40-0:325:496:40-0:390:496:40-0:455:496:40,28,A_3.png:1:0:52:65-in_7.png:62:0:119:65-One_U_4.png:186:0:41:65-Gub_4.png:227:0:131:65-Sa_9.png:11:65:81:65-He2_5.png:95:65:119:65-Ur_2.png:214:65:112:65-Gur_5.png:5:130:90:65-Gesz_5.png:105:130:73:65-zah3_5.png:178:130:68:65-Three_dish_3.png:246:130:84:65-Gish_10.png:21:195:84:65-Lum_7.png:140:195:134:65-Lum_2.png:299:195:135:65-Ti_9.png:10:260:105:65-Nam_8.png:123:260:64:65-Ab_7.png:197:260:78:65-Ge6_5.png:277:260:128:65-Ru_8.png:4:325:58:65-in_4.png:70:325:119:65-An_6.png:190:325:67:65-Lugal_1.png:49:390:162:65-E2_6.png:213:390:120:65-Me_1.png:333:390:114:65-Sa_5.png:11:455:81:65-in_0.png:92:455:119:65-Ha_9.png:212:455:50:65-Ga2_8.png:262:455:100:65
400x490,12.png,2,0:256:400:40-0:362:400:40,8,Gal_4.png:30:2:81:81-Ta_4.png:115:2:130:81-Dish_7.png:246:2:36:81-Two_ash_2.png:10:87:334:81-Tum_2.png:10:268:150:81-E2_9.png:163:268:151:81-Na_8.png:17:385:85:81-Bi_1.png:171:385:102:81
614x907,13.png,8,0:140:614:40-0:273:614:40-0:366:614:40-0:456:614:40-0:547:614:40-0:637:614:40-0:727:614:40-0:817:614:40,25,Dish_9.png:18:25:41:90-Ga_4.png:59:25:172:90-One_U_0.png:64:161:57:90-zah3_7.png:139:161:95:90-Utu_5.png:234:161:98:90-Nun_10.png:91:274:165:90-Ab_7.png:301:274:109:90-Ki_8.png:54:366:79:90-Udu_9.png:83:456:112:90-Hul_0.png:198:456:130:90-Gal2_5.png:332:456:170:90-Me_8.png:53:547:157:90-Gu2_5.png:223:547:105:90-Gid2_2.png:329:547:146:90-Gu2_5.png:0:637:105:90-Ra_2.png:120:637:89:90-U8_3.png:218:637:87:90-He2_4.png:305:637:166:90-U2_6.png:87:727:93:90-Ga_1.png:232:727:172:90-Dab5_8.png:416:727:57:90-Gish_1.png:491:727:117:90-Ib_5.png:28:817:177:90-Ka_5.png:220:817:142:90-Ge6_8.png:368:817:176:90
614x907,14.png,8,0:137:614:40-0:262:614:40-0:360:614:40-0:457:614:40-0:547:614:40-0:637:614:40-0:727:614:40-0:817:614:40,24,Ke4_9.png:90:23:99:90-Mi_6.png:19:154:168:90-Iri_8.png:251:154:119:90-A_6.png:384:154:73:90-Tur_1.png:457:154:146:90-Ge6_3.png:10:266:177:90-Two_ash_0.png:187:266:361:90-Six_Gesh2_9.png:550:266:64:90-in_4.png:2:363:165:90-Nesag_0.png:167:363:147:90-Mi_5.png:62:457:168:90-Ur_10.png:259:457:155:90-Utu_1.png:437:457:98:90-Ha_0.png:542:457:70:90-Ti_3.png:46:547:146:90-U2_9.png:7:637:93:90-Three_dish_4.png:104:637:117:90-Til_8.png:221:637:83:90-Inim_6.png:74:727:175:90-Utu_8.png:279:727:97:90-Gar_5.png:14:817:60:90-Ge6_5.png:74:817:177:90-Ka_3.png:254:817:142:90-Gish_3.png:396:817:117:90
496x520,15.png,6,0:118:496:40-0:189:496:40-0:255:496:40-0:324:496:40-0:389:496:40-0:454:496:40,22,Hul_4.png:46:26:93:65-Dab5_3.png:144:26:41:65-An_9.png:38:121:68:65-Ba_2.png:121:121:77:65-Dab5_10.png:200:121:41:65-Ba_10.png:241:121:76:65-Gid2_0.png:321:121:106:65-Tur_10.png:61:189:106:65-Sag_8.png:178:189:105:65-Ab_2.png:20:257:78:65-He2_0.png:10:324:119:65-Mu_5.png:131:324:115:65-Bi_7.png:247:324:81:65-Me_2.png:47:389:113:65-Im_8.png:163:389:111:65-Til_7.png:289:389:60:65-zah3_6.png:349:389:68:65-Tur_5.png:4:454:106:65-Sze3_2.png:113:454:50:65-in_1.png:163:454:119:65-Nun_3.png:282:454:120:65-Hul_7.png:402:454:94:65
614x907,16.png,9,0:97:614:40-0:187:614:40-0:277:614:40-0:367:614:40-0:457:614:40-0:547:614:40-0:637:614:40-0:727:614:40-0:817:614:40,26,He2_6.png:20:3:165:90-An_8.png:86:97:94:90-Ga_9.png:180:97:171:90-Gish_3.png:353:97:117:90-Gin2_10.png:470:97:143:90-Nin_7.png:73:187:132:90-Iri_8.png:238:187:119:90-Mu_1.png:10:277:160:90-Da_10.png:197:277:168:90-Dab5_5.png:381:277:57:90-Nun_3.png:439:277:166:90-Utu_2.png:35:367:98:90-Lugal_3.png:206:367:224:90-Six_Gesh2_1.png:441:367:64:90-in_10.png:7:457:166:90-Nesag_6.png:208:457:148:90-Gu2_10.png:20:547:105:90-Lu2_9.png:374:547:228:90-Zi_8.png:1:637:139:90-Nin9_7.png:140:637:126:90-E_2.png:266:637:98:90-Nun_9.png:43:727:165:90-Ur_6.png:251:727:157:90-Ti_10.png:8:817:145:90-Gur_1.png:177:817:125:90-Sag_1.png:336:817:146:90
760x890,17.png,7,0:131:760:40-0:281:760:40-0:392:760:40-0:497:760:40-0:596:760:40-0:694:760:40-0:792:760:40,29,Zi_4.png:15:16:152:98-Lugal_10.png:183:16:245:98-Du_0.png:17:157:169:98-Ur_7.png:187:157:170:98-Three_dish_8.png:30:287:128:98-Six_Gesh2_1.png:158:287:69:98-Ti_0.png:229:287:159:98-U8_3.png:388:287:95:98-Six_Gesh2_10.png:100:395:70:98-Til_9.png:171:395:90:98-Igi_0.png:263:395:144:98-Ki_3.png:407:395:86:98-Du_4.png:493:395:168:98-Gal_1.png:661:395:99:98-Me_2.png:78:497:171:98-Ur_10.png:253:497:169:98-Ha_10.png:427:497:76:98-Lu2_8.png:512:497:248:98-Ni_10.png:20:596:169:98-U8_1.png:217:596:95:98-Ge6_2.png:321:596:193:98-zah3_8.png:115:694:103:98-Ga2_7.png:251:694:152:98-Nin_0.png:417:694:144:98-An_7.png:65:792:102:98-Nam_1.png:178:792:96:98-Til_8.png:294:792:90:98-Bi_7.png:385:792:123:98-Ta_5.png:508:792:155:98
760x890,18.png,7,0:122:760:40-0:285:760:40-0:391:760:40-0:495:760:40-0:595:760:40-0:694:760:40-0:792:760:40,29,Gish_9.png:84:154:126:98-Sza_6.png:211:154:94:98-Ur_5.png:317:154:169:98-U8_10.png:506:154:94:98-Ma_10.png:601:154:150:98-La_0.png:5:289:85:98-Gar_0.png:111:289:65:98-Ni_9.png:211:289:169:98-Gin2_9.png:426:289:155:98-Ru_1.png:6:394:87:98-Inim_3.png:119:394:192:98-Im_10.png:313:394:168:98-Gesz_3.png:482:394:109:98-Gid2_8.png:0:496:159:98-Iri_9.png:236:496:129:98-Gal2_5.png:365:496:186:98-Gid2_1.png:11:595:160:98-He2_7.png:180:595:180:98-U2_0.png:369:595:101:98-Ga_10.png:470:595:188:98-Gal_2.png:660:595:99:98-Ka_4.png:22:694:154:98-Tum_9.png:207:694:181:98-A_3.png:391:694:79:98-Im_0.png:477:694:167:98-Inim_7.png:9:792:192:98-Ab_4.png:223:792:118:98-One_U_7.png:349:792:63:98-Ru_9.png:412:792:87:98
